Losses: 
batches completed: 1, time taken: 32.51929330825806, loss: 45.95554733276367 
batches completed: 811, time taken: 8.256279706954956, loss: 4502.0718030929565 
batches completed: 812, time taken: 8.269479990005493, loss: 4507.892741680145 
batches completed: 813, time taken: 8.283612966537476, loss: 4513.619188308716 
batches completed: 814, time taken: 8.266415119171143, loss: 4519.465439319611 
batches completed: 815, time taken: 8.282153844833374, loss: 4524.611154556274 
batches completed: 816, time taken: 8.25544786453247, loss: 4529.880313396454 
batches completed: 817, time taken: 8.275498628616333, loss: 4535.294127941132 
batches completed: 818, time taken: 8.268162250518799, loss: 4540.83722782135 
batches completed: 819, time taken: 8.26320195198059, loss: 4546.296957492828 
batches completed: 820, time taken: 8.259812116622925, loss: 4551.766381263733 
batches completed: 821, time taken: 8.277584552764893, loss: 4557.109800815582 
batches completed: 822, time taken: 8.267288446426392, loss: 4562.75589466095 
batches completed: 823, time taken: 8.26952314376831, loss: 4568.077612400055 
batches completed: 824, time taken: 8.290846586227417, loss: 4573.52895450592 
batches completed: 825, time taken: 8.274126529693604, loss: 4578.71973657608 
batches completed: 826, time taken: 8.289820671081543, loss: 4584.123920917511 
batches completed: 827, time taken: 8.267937898635864, loss: 4589.501159667969 
batches completed: 828, time taken: 8.276882648468018, loss: 4594.638750076294 
batches completed: 829, time taken: 8.282620191574097, loss: 4600.022741317749 
batches completed: 830, time taken: 8.266068696975708, loss: 4605.316595554352 
batches completed: 831, time taken: 8.259243488311768, loss: 4610.651529788971 
batches completed: 832, time taken: 8.273090839385986, loss: 4616.110417366028 
batches completed: 833, time taken: 8.254333734512329, loss: 4621.67581653595 
batches completed: 834, time taken: 8.26801085472107, loss: 4627.360192298889 
batches completed: 835, time taken: 8.271263599395752, loss: 4633.088852882385 
batches completed: 836, time taken: 8.265703916549683, loss: 4638.329678058624 
batches completed: 837, time taken: 8.288143634796143, loss: 4643.774942874908 
batches completed: 838, time taken: 8.26737666130066, loss: 4649.160115242004 
batches completed: 839, time taken: 8.265543460845947, loss: 4654.738725185394 
batches completed: 840, time taken: 8.28665018081665, loss: 4660.318984508514 
batches completed: 841, time taken: 8.28084111213684, loss: 4665.983420848846 
batches completed: 842, time taken: 8.273698091506958, loss: 4671.310747146606 
batches completed: 843, time taken: 8.268102884292603, loss: 4676.605078220367 
batches completed: 844, time taken: 8.264448642730713, loss: 4682.251871585846 
batches completed: 845, time taken: 8.270407915115356, loss: 4687.231694698334 
batches completed: 846, time taken: 8.276358366012573, loss: 4692.604200363159 
batches completed: 847, time taken: 8.264820098876953, loss: 4697.971742630005 
batches completed: 848, time taken: 8.278793096542358, loss: 4703.407247543335 
batches completed: 849, time taken: 8.278016090393066, loss: 4708.794948101044 
batches completed: 850, time taken: 8.272975206375122, loss: 4714.503830909729 
batches completed: 851, time taken: 8.278584480285645, loss: 4720.161580562592 
batches completed: 852, time taken: 8.269328832626343, loss: 4725.640189170837 
batches completed: 853, time taken: 8.263831853866577, loss: 4731.263087749481 
batches completed: 854, time taken: 8.279088258743286, loss: 4736.754662513733 
batches completed: 855, time taken: 8.271864652633667, loss: 4741.897914409637 
batches completed: 856, time taken: 8.272631406784058, loss: 4747.248046398163 
batches completed: 857, time taken: 8.276865720748901, loss: 4752.64910697937 
batches completed: 858, time taken: 8.267432928085327, loss: 4757.985839366913 
batches completed: 859, time taken: 8.269814491271973, loss: 4763.920907974243 
batches completed: 860, time taken: 8.272694826126099, loss: 4769.694582462311 
batches completed: 861, time taken: 8.27840781211853, loss: 4775.285244464874 
batches completed: 862, time taken: 8.26582145690918, loss: 4780.847362995148 
batches completed: 863, time taken: 8.287822246551514, loss: 4785.869486808777 
batches completed: 864, time taken: 8.279934883117676, loss: 4790.967628002167 
batches completed: 865, time taken: 8.270638227462769, loss: 4796.392112255096 
batches completed: 866, time taken: 8.271910667419434, loss: 4802.216607570648 
batches completed: 867, time taken: 8.278907060623169, loss: 4807.836234092712 
batches completed: 868, time taken: 8.279230833053589, loss: 4813.279732227325 
batches completed: 869, time taken: 8.283007144927979, loss: 4818.6134724617 
batches completed: 870, time taken: 8.267564058303833, loss: 4824.1116552352905 
batches completed: 871, time taken: 8.268430233001709, loss: 4829.5726861953735 
batches completed: 872, time taken: 8.280732870101929, loss: 4834.963084697723 
batches completed: 873, time taken: 8.276644468307495, loss: 4840.201066493988 
batches completed: 874, time taken: 8.280682563781738, loss: 4845.767343044281 
batches completed: 875, time taken: 8.272491455078125, loss: 4851.428110122681 
batches completed: 876, time taken: 8.27418065071106, loss: 4856.9136843681335 
batches completed: 877, time taken: 8.279579401016235, loss: 4862.1652908325195 
batches completed: 878, time taken: 8.273350477218628, loss: 4867.52597951889 
batches completed: 879, time taken: 8.280876874923706, loss: 4872.9385714530945 
batches completed: 880, time taken: 8.25997805595398, loss: 4878.248864173889 
batches completed: 881, time taken: 8.266210317611694, loss: 4883.465951919556 
batches completed: 882, time taken: 8.2754385471344, loss: 4889.0286746025085 
batches completed: 883, time taken: 8.273108959197998, loss: 4894.962698936462 
batches completed: 884, time taken: 8.275845050811768, loss: 4900.465633869171 
batches completed: 885, time taken: 8.27055048942566, loss: 4906.064597129822 
batches completed: 886, time taken: 8.26147985458374, loss: 4911.056020259857 
batches completed: 887, time taken: 8.26923131942749, loss: 4916.471961021423 
batches completed: 888, time taken: 8.274200916290283, loss: 4922.142613887787 
batches completed: 889, time taken: 8.267592906951904, loss: 4927.679911613464 
batches completed: 890, time taken: 8.270100593566895, loss: 4933.611109256744 
batches completed: 891, time taken: 8.277456283569336, loss: 4938.933090209961 
batches completed: 892, time taken: 8.273659229278564, loss: 4944.121627807617 
batches completed: 893, time taken: 8.263550519943237, loss: 4949.530948638916 
batches completed: 894, time taken: 8.265521764755249, loss: 4954.970690250397 
batches completed: 895, time taken: 8.275644540786743, loss: 4960.618814468384 
batches completed: 896, time taken: 8.264801502227783, loss: 4965.997328281403 
batches completed: 897, time taken: 8.27137017250061, loss: 4971.645966529846 
batches completed: 898, time taken: 8.25974726676941, loss: 4977.332129001617 
batches completed: 899, time taken: 8.275728225708008, loss: 4982.756996154785 
batches completed: 900, time taken: 8.271945238113403, loss: 4988.525732517242 
batches completed: 901, time taken: 8.274488925933838, loss: 4994.220627784729 
batches completed: 902, time taken: 8.260223865509033, loss: 4999.837416172028 
batches completed: 903, time taken: 8.275301218032837, loss: 5005.526278018951 
batches completed: 904, time taken: 8.268879175186157, loss: 5011.10559129715 
batches completed: 905, time taken: 8.272376775741577, loss: 5016.432734489441 
batches completed: 906, time taken: 8.27295994758606, loss: 5021.705408573151 
batches completed: 907, time taken: 8.274908065795898, loss: 5027.199896335602 
batches completed: 908, time taken: 8.263962268829346, loss: 5032.759512424469 
batches completed: 909, time taken: 8.267841339111328, loss: 5038.095013141632 
batches completed: 910, time taken: 8.27734899520874, loss: 5043.635989189148 
batches completed: 911, time taken: 8.28956913948059, loss: 5048.845017910004 
batches completed: 912, time taken: 8.269972562789917, loss: 5054.174310207367 
batches completed: 913, time taken: 8.273956537246704, loss: 5059.372908592224 
batches completed: 914, time taken: 8.27364206314087, loss: 5064.86520242691 
batches completed: 915, time taken: 8.285151958465576, loss: 5070.352809906006 
batches completed: 916, time taken: 8.266509532928467, loss: 5075.643045425415 
batches completed: 917, time taken: 8.271090269088745, loss: 5080.6197628974915 
batches completed: 918, time taken: 8.267546892166138, loss: 5086.339607715607 
batches completed: 919, time taken: 8.275040626525879, loss: 5091.931269645691 
batches completed: 920, time taken: 8.275671482086182, loss: 5097.64146900177 
batches completed: 921, time taken: 8.270951986312866, loss: 5103.0669298172 
batches completed: 922, time taken: 8.28348445892334, loss: 5108.625977039337 
batches completed: 923, time taken: 8.269882202148438, loss: 5113.815313339233 
batches completed: 924, time taken: 8.270421981811523, loss: 5119.139199256897 
batches completed: 925, time taken: 8.278239727020264, loss: 5124.725375175476 
batches completed: 926, time taken: 8.28134536743164, loss: 5130.185551643372 
batches completed: 927, time taken: 8.280932188034058, loss: 5135.706915378571 
batches completed: 928, time taken: 8.282025337219238, loss: 5140.810339927673 
batches completed: 929, time taken: 8.269242525100708, loss: 5146.5000166893005 
batches completed: 930, time taken: 8.258686780929565, loss: 5152.241428375244 
batches completed: 931, time taken: 8.278146266937256, loss: 5157.743982791901 
batches completed: 932, time taken: 8.27709412574768, loss: 5163.346083164215 
batches completed: 933, time taken: 8.278505563735962, loss: 5168.561990261078 
batches completed: 934, time taken: 8.27498745918274, loss: 5174.01074886322 
batches completed: 935, time taken: 8.281528949737549, loss: 5179.267586708069 
batches completed: 936, time taken: 8.260140419006348, loss: 5184.400382518768 
batches completed: 937, time taken: 8.284347534179688, loss: 5189.679838180542 
batches completed: 938, time taken: 8.253780603408813, loss: 5195.2036900520325 
batches completed: 939, time taken: 8.284310579299927, loss: 5200.25554561615 
batches completed: 940, time taken: 8.283809661865234, loss: 5205.240851402283 
batches completed: 941, time taken: 8.282365322113037, loss: 5210.69677066803 
batches completed: 942, time taken: 8.272597074508667, loss: 5216.351091861725 
batches completed: 943, time taken: 8.278542518615723, loss: 5221.623529434204 
batches completed: 944, time taken: 8.256428241729736, loss: 5227.140053272247 
batches completed: 945, time taken: 8.269049167633057, loss: 5233.22767162323 
batches completed: 946, time taken: 8.283257484436035, loss: 5239.498895168304 
batches completed: 947, time taken: 8.270087718963623, loss: 5245.347735404968 
batches completed: 948, time taken: 8.273065090179443, loss: 5250.579950809479 
batches completed: 949, time taken: 8.269246101379395, loss: 5256.109108448029 
batches completed: 950, time taken: 8.280050277709961, loss: 5261.460629463196 
batches completed: 951, time taken: 8.26515507698059, loss: 5267.313418388367 
batches completed: 952, time taken: 8.273610830307007, loss: 5272.928017139435 
batches completed: 953, time taken: 8.269777059555054, loss: 5278.194344043732 
batches completed: 954, time taken: 8.26318073272705, loss: 5283.861777305603 
batches completed: 955, time taken: 8.275362253189087, loss: 5289.220947742462 
batches completed: 956, time taken: 8.293874502182007, loss: 5294.77857875824 
batches completed: 957, time taken: 8.280567407608032, loss: 5300.140202522278 
batches completed: 958, time taken: 8.26496958732605, loss: 5305.60218667984 
batches completed: 959, time taken: 8.270516157150269, loss: 5311.1525230407715 
batches completed: 960, time taken: 8.266377210617065, loss: 5316.739275455475 
batches completed: 961, time taken: 8.273516178131104, loss: 5322.283340930939 
batches completed: 962, time taken: 8.268235445022583, loss: 5327.733372211456 
batches completed: 963, time taken: 8.277817726135254, loss: 5333.076167106628 
batches completed: 964, time taken: 8.27334475517273, loss: 5338.384928226471 
batches completed: 965, time taken: 8.284179925918579, loss: 5343.828417301178 
batches completed: 966, time taken: 8.277909517288208, loss: 5349.46227645874 
batches completed: 967, time taken: 8.279021263122559, loss: 5354.74312210083 
batches completed: 968, time taken: 8.269495964050293, loss: 5360.164950847626 
batches completed: 969, time taken: 8.257654428482056, loss: 5365.759804725647 
batches completed: 970, time taken: 8.275829792022705, loss: 5371.373862743378 
batches completed: 971, time taken: 8.259223222732544, loss: 5377.027396678925 
batches completed: 972, time taken: 8.275819540023804, loss: 5382.5560512542725 
batches completed: 973, time taken: 8.275648832321167, loss: 5387.935741901398 
batches completed: 974, time taken: 8.280915260314941, loss: 5393.520140171051 
batches completed: 975, time taken: 8.279213666915894, loss: 5399.06326675415 
batches completed: 976, time taken: 8.280766487121582, loss: 5404.5220284461975 
batches completed: 977, time taken: 8.277907848358154, loss: 5409.919987201691 
batches completed: 978, time taken: 8.279354810714722, loss: 5415.3904938697815 
batches completed: 979, time taken: 8.272741556167603, loss: 5420.831528663635 
batches completed: 980, time taken: 8.291880369186401, loss: 5426.363067150116 
batches completed: 981, time taken: 8.27241849899292, loss: 5432.207703590393 
batches completed: 982, time taken: 8.265289068222046, loss: 5437.694872379303 
batches completed: 983, time taken: 8.28318452835083, loss: 5442.977967262268 
batches completed: 984, time taken: 8.28088927268982, loss: 5448.569133281708 
batches completed: 985, time taken: 8.283665657043457, loss: 5453.998376369476 
batches completed: 986, time taken: 8.260218143463135, loss: 5459.401988506317 
batches completed: 987, time taken: 8.267132997512817, loss: 5464.923644542694 
batches completed: 988, time taken: 8.265354871749878, loss: 5470.497194290161 
batches completed: 989, time taken: 8.271529912948608, loss: 5476.0025153160095 
batches completed: 990, time taken: 8.27638030052185, loss: 5481.390234947205 
batches completed: 991, time taken: 8.27574896812439, loss: 5486.870960712433 
batches completed: 992, time taken: 8.282080888748169, loss: 5492.413892745972 
batches completed: 993, time taken: 8.269180297851562, loss: 5497.830849170685 
batches completed: 994, time taken: 8.272252798080444, loss: 5503.278030872345 
batches completed: 995, time taken: 8.27380895614624, loss: 5508.605464935303 
batches completed: 996, time taken: 8.266899347305298, loss: 5514.0800614356995 
batches completed: 997, time taken: 8.28671669960022, loss: 5519.388134479523 
batches completed: 998, time taken: 8.26137638092041, loss: 5524.7855434417725 
batches completed: 999, time taken: 8.271102666854858, loss: 5530.223984241486 
batches completed: 1000, time taken: 8.262336015701294, loss: 5535.884159088135 
batches completed: 1001, time taken: 8.278464078903198, loss: 5541.360186100006 
batches completed: 1002, time taken: 8.274566650390625, loss: 5546.728269577026 
batches completed: 1003, time taken: 8.272206544876099, loss: 5552.141535282135 
batches completed: 1004, time taken: 8.267882823944092, loss: 5557.5237374305725 
batches completed: 1005, time taken: 8.267048835754395, loss: 5563.08057975769 
batches completed: 1006, time taken: 8.283443212509155, loss: 5568.401524543762 
batches completed: 1007, time taken: 8.278170585632324, loss: 5574.010282993317 
batches completed: 1008, time taken: 8.27958083152771, loss: 5579.667054176331 
batches completed: 1009, time taken: 8.264133930206299, loss: 5585.109793663025 
batches completed: 1010, time taken: 8.287383079528809, loss: 5590.693814754486 
batches completed: 1011, time taken: 8.274444341659546, loss: 5596.037181854248 
batches completed: 1012, time taken: 8.268349409103394, loss: 5601.462667942047 
batches completed: 1013, time taken: 8.255123853683472, loss: 5606.865624427795 
batches completed: 1014, time taken: 8.263118743896484, loss: 5612.204510688782 
batches completed: 1015, time taken: 8.264877080917358, loss: 5617.867158412933 
batches completed: 1016, time taken: 8.283185005187988, loss: 5623.347632884979 
batches completed: 1017, time taken: 8.27687668800354, loss: 5628.680328369141 
batches completed: 1018, time taken: 8.265318632125854, loss: 5634.212944030762 
batches completed: 1019, time taken: 8.281835079193115, loss: 5639.764246463776 
batches completed: 1020, time taken: 8.266680717468262, loss: 5645.149842262268 
batches completed: 1021, time taken: 8.262805700302124, loss: 5650.427360057831 
batches completed: 1022, time taken: 8.268248081207275, loss: 5655.790586471558 
batches completed: 1023, time taken: 8.269863605499268, loss: 5661.15981054306 
batches completed: 1024, time taken: 8.272008895874023, loss: 5666.359445571899 
batches completed: 1025, time taken: 8.266733407974243, loss: 5671.737033367157 
batches completed: 1026, time taken: 8.282114505767822, loss: 5677.408467769623 
batches completed: 1027, time taken: 8.26804232597351, loss: 5682.697281837463 
batches completed: 1028, time taken: 8.266167163848877, loss: 5688.207335472107 
batches completed: 1029, time taken: 8.287302732467651, loss: 5693.635630130768 
batches completed: 1030, time taken: 8.287649393081665, loss: 5698.497148513794 
batches completed: 1031, time taken: 8.275888442993164, loss: 5703.894102096558 
batches completed: 1032, time taken: 8.270548582077026, loss: 5709.6117396354675 
batches completed: 1033, time taken: 8.281609773635864, loss: 5714.820052623749 
batches completed: 1034, time taken: 8.263795375823975, loss: 5719.968647480011 
batches completed: 1035, time taken: 8.274905443191528, loss: 5725.559643268585 
batches completed: 1036, time taken: 8.2675199508667, loss: 5730.804890155792 
batches completed: 1037, time taken: 8.269617319107056, loss: 5735.694918632507 
batches completed: 1038, time taken: 8.274465560913086, loss: 5741.338875293732 
batches completed: 1039, time taken: 8.28723669052124, loss: 5746.920837879181 
batches completed: 1040, time taken: 8.278286695480347, loss: 5752.09686088562 
batches completed: 1041, time taken: 8.276521444320679, loss: 5757.762791156769 
batches completed: 1042, time taken: 8.277367115020752, loss: 5763.162271976471 
batches completed: 1043, time taken: 8.27239179611206, loss: 5768.44504737854 
batches completed: 1044, time taken: 8.265585899353027, loss: 5774.239619731903 
batches completed: 1045, time taken: 8.277350425720215, loss: 5780.393984794617 
batches completed: 1046, time taken: 8.27604341506958, loss: 5785.683454036713 
batches completed: 1047, time taken: 8.277231216430664, loss: 5791.343776226044 
batches completed: 1048, time taken: 8.272794008255005, loss: 5796.7844581604 
batches completed: 1049, time taken: 8.269920587539673, loss: 5802.409457683563 
batches completed: 1050, time taken: 8.285603523254395, loss: 5807.746692657471 
batches completed: 1051, time taken: 8.282254457473755, loss: 5813.10747385025 
batches completed: 1052, time taken: 8.270339250564575, loss: 5818.457880496979 
batches completed: 1053, time taken: 8.280534744262695, loss: 5824.008680343628 
batches completed: 1054, time taken: 8.285295963287354, loss: 5829.5966420173645 
batches completed: 1055, time taken: 8.259597539901733, loss: 5835.3126220703125 
batches completed: 1056, time taken: 8.286205530166626, loss: 5841.152572631836 
batches completed: 1057, time taken: 8.272331476211548, loss: 5846.567476272583 
batches completed: 1058, time taken: 8.28216004371643, loss: 5851.9456124305725 
batches completed: 1059, time taken: 8.27113127708435, loss: 5857.345876693726 
batches completed: 1060, time taken: 8.277869939804077, loss: 5862.746608257294 
batches completed: 1061, time taken: 8.275947093963623, loss: 5868.081750869751 
batches completed: 1062, time taken: 8.279747009277344, loss: 5873.592701435089 
batches completed: 1063, time taken: 8.26081132888794, loss: 5878.852215766907 
batches completed: 1064, time taken: 8.267992496490479, loss: 5884.148102760315 
batches completed: 1065, time taken: 8.269505023956299, loss: 5889.492498874664 
batches completed: 1066, time taken: 8.272081136703491, loss: 5895.178574562073 
batches completed: 1067, time taken: 8.283431768417358, loss: 5900.589916706085 
batches completed: 1068, time taken: 8.264630794525146, loss: 5905.788489341736 
batches completed: 1069, time taken: 8.267849445343018, loss: 5911.615702629089 
batches completed: 1070, time taken: 8.271204471588135, loss: 5917.159329891205 
batches completed: 1071, time taken: 8.270355939865112, loss: 5922.686681270599 
batches completed: 1072, time taken: 8.278034925460815, loss: 5928.189042568207 
batches completed: 1073, time taken: 8.264994382858276, loss: 5933.469985961914 
batches completed: 1074, time taken: 8.272842407226562, loss: 5939.004888057709 
batches completed: 1075, time taken: 8.263776540756226, loss: 5944.317164897919 
batches completed: 1076, time taken: 8.279016733169556, loss: 5949.7497215271 
batches completed: 1077, time taken: 8.268649101257324, loss: 5955.035732746124 
batches completed: 1078, time taken: 8.269111394882202, loss: 5960.323506355286 
batches completed: 1079, time taken: 8.269944429397583, loss: 5965.648386001587 
batches completed: 1080, time taken: 8.260506629943848, loss: 5971.2074999809265 
batches completed: 1081, time taken: 8.28061318397522, loss: 5976.665397167206 
batches completed: 1082, time taken: 8.268308162689209, loss: 5981.975955963135 
batches completed: 1083, time taken: 8.2752366065979, loss: 5987.662992954254 
batches completed: 1084, time taken: 8.270144939422607, loss: 5993.411703586578 
batches completed: 1085, time taken: 8.269948720932007, loss: 5999.001114845276 
batches completed: 1086, time taken: 8.275905132293701, loss: 6004.515658378601 
batches completed: 1087, time taken: 8.27555799484253, loss: 6010.182816505432 
batches completed: 1088, time taken: 8.28250002861023, loss: 6015.674080848694 
batches completed: 1089, time taken: 8.273641347885132, loss: 6021.0682101249695 
batches completed: 1090, time taken: 8.27683424949646, loss: 6026.700306892395 
batches completed: 1091, time taken: 8.284399032592773, loss: 6032.431654930115 
batches completed: 1092, time taken: 8.277996301651001, loss: 6038.095838069916 
batches completed: 1093, time taken: 8.273330926895142, loss: 6043.758819580078 
batches completed: 1094, time taken: 8.268845558166504, loss: 6049.360191345215 
batches completed: 1095, time taken: 8.2751784324646, loss: 6054.848886966705 
batches completed: 1096, time taken: 8.274737358093262, loss: 6060.156380176544 
batches completed: 1097, time taken: 8.279691219329834, loss: 6065.588548660278 
batches completed: 1098, time taken: 8.26883864402771, loss: 6071.213937282562 
batches completed: 1099, time taken: 8.277791261672974, loss: 6076.819917678833 
batches completed: 1100, time taken: 8.2746262550354, loss: 6082.4478764534 
batches completed: 1101, time taken: 8.285919189453125, loss: 6087.907852649689 
batches completed: 1102, time taken: 8.281710386276245, loss: 6093.333824634552 
batches completed: 1103, time taken: 8.26838493347168, loss: 6098.741425037384 
batches completed: 1104, time taken: 8.265586614608765, loss: 6104.322685718536 
batches completed: 1105, time taken: 8.277474880218506, loss: 6109.68198299408 
batches completed: 1106, time taken: 8.285114765167236, loss: 6115.131113529205 
batches completed: 1107, time taken: 8.267174482345581, loss: 6120.509766578674 
batches completed: 1108, time taken: 8.272147417068481, loss: 6125.853116512299 
batches completed: 1109, time taken: 8.268265008926392, loss: 6131.441617965698 
batches completed: 1110, time taken: 8.280110597610474, loss: 6136.822495937347 
batches completed: 1111, time taken: 8.283255338668823, loss: 6142.308144569397 
batches completed: 1112, time taken: 8.267778873443604, loss: 6147.7688755989075 
batches completed: 1113, time taken: 8.270528793334961, loss: 6153.156113147736 
batches completed: 1114, time taken: 8.275902271270752, loss: 6158.602324008942 
batches completed: 1115, time taken: 8.279167413711548, loss: 6163.874457359314 
batches completed: 1116, time taken: 8.26967716217041, loss: 6169.52299785614 
batches completed: 1117, time taken: 8.261486530303955, loss: 6174.880763530731 
batches completed: 1118, time taken: 8.282439231872559, loss: 6180.281847000122 
batches completed: 1119, time taken: 8.277908086776733, loss: 6185.687717437744 
batches completed: 1120, time taken: 8.27352237701416, loss: 6191.287593841553 
batches completed: 1121, time taken: 8.288332223892212, loss: 6196.741281509399 
batches completed: 1122, time taken: 8.27188515663147, loss: 6202.407625198364 
batches completed: 1123, time taken: 8.26642394065857, loss: 6207.830787181854 
batches completed: 1124, time taken: 8.270135641098022, loss: 6213.352501869202 
batches completed: 1125, time taken: 8.270707130432129, loss: 6218.59858751297 
batches completed: 1126, time taken: 8.27665114402771, loss: 6223.589960575104 
batches completed: 1127, time taken: 8.277515649795532, loss: 6229.112268924713 
batches completed: 1128, time taken: 8.28864860534668, loss: 6234.6772718429565 
batches completed: 1129, time taken: 8.282811164855957, loss: 6240.414037227631 
batches completed: 1130, time taken: 8.264515399932861, loss: 6245.666030406952 
batches completed: 1131, time taken: 8.275479555130005, loss: 6251.041385650635 
batches completed: 1132, time taken: 8.27819299697876, loss: 6256.343984127045 
batches completed: 1133, time taken: 8.278981447219849, loss: 6261.967577934265 
batches completed: 1134, time taken: 8.279865503311157, loss: 6267.145393848419 
batches completed: 1135, time taken: 8.270940780639648, loss: 6272.16218996048 
batches completed: 1136, time taken: 8.272103071212769, loss: 6277.64217042923 
batches completed: 1137, time taken: 8.27281665802002, loss: 6282.8346519470215 
batches completed: 1138, time taken: 8.263371467590332, loss: 6287.769113540649 
batches completed: 1139, time taken: 8.281372785568237, loss: 6293.128620624542 
batches completed: 1140, time taken: 8.259228944778442, loss: 6299.224712371826 
batches completed: 1141, time taken: 8.288395881652832, loss: 6305.11930847168 
batches completed: 1142, time taken: 8.273995399475098, loss: 6310.3896498680115 
batches completed: 1143, time taken: 8.278804302215576, loss: 6315.835605144501 
batches completed: 1144, time taken: 8.284448862075806, loss: 6321.394372463226 
batches completed: 1145, time taken: 8.282155275344849, loss: 6326.776449203491 
batches completed: 1146, time taken: 8.276697158813477, loss: 6332.027740478516 
batches completed: 1147, time taken: 8.261398553848267, loss: 6337.501358032227 
batches completed: 1148, time taken: 8.277633905410767, loss: 6343.818968296051 
batches completed: 1149, time taken: 8.280271053314209, loss: 6349.560457706451 
batches completed: 1150, time taken: 8.280297994613647, loss: 6354.654155731201 
batches completed: 1151, time taken: 8.262649297714233, loss: 6360.1957449913025 
batches completed: 1152, time taken: 8.26768445968628, loss: 6366.036959648132 
batches completed: 1153, time taken: 8.274712800979614, loss: 6371.20240354538 
batches completed: 1154, time taken: 8.267550945281982, loss: 6376.844214439392 
batches completed: 1155, time taken: 8.271740436553955, loss: 6382.352518558502 
batches completed: 1156, time taken: 8.269376277923584, loss: 6387.779535770416 
batches completed: 1157, time taken: 8.278438091278076, loss: 6393.1360993385315 
batches completed: 1158, time taken: 8.279061079025269, loss: 6398.656593322754 
batches completed: 1159, time taken: 8.274731159210205, loss: 6404.369941711426 
batches completed: 1160, time taken: 8.272051572799683, loss: 6409.955945968628 
batches completed: 1161, time taken: 8.278245449066162, loss: 6415.49812746048 
batches completed: 1162, time taken: 8.273764610290527, loss: 6420.860103607178 
batches completed: 1163, time taken: 8.298336267471313, loss: 6426.209529876709 
batches completed: 1164, time taken: 8.284361362457275, loss: 6431.713995456696 
batches completed: 1165, time taken: 8.274747371673584, loss: 6437.316624164581 
batches completed: 1166, time taken: 8.286507606506348, loss: 6442.981691360474 
batches completed: 1167, time taken: 8.273730516433716, loss: 6448.625869274139 
batches completed: 1168, time taken: 8.266869068145752, loss: 6453.9190311431885 
batches completed: 1169, time taken: 8.279731750488281, loss: 6459.357764720917 
batches completed: 1170, time taken: 8.284234523773193, loss: 6464.83377456665 
batches completed: 1171, time taken: 8.274063110351562, loss: 6470.141477584839 
batches completed: 1172, time taken: 8.278381586074829, loss: 6475.55873298645 
batches completed: 1173, time taken: 8.286742210388184, loss: 6480.966487407684 
batches completed: 1174, time taken: 8.270599365234375, loss: 6486.250577449799 
batches completed: 1175, time taken: 8.288654327392578, loss: 6491.748238563538 
batches completed: 1176, time taken: 8.301241874694824, loss: 6497.2402238845825 
batches completed: 1177, time taken: 8.282309532165527, loss: 6502.440518856049 
batches completed: 1178, time taken: 8.280556678771973, loss: 6507.9899559021 
batches completed: 1179, time taken: 8.271237134933472, loss: 6513.479986667633 
batches completed: 1180, time taken: 8.267852783203125, loss: 6519.151863574982 
batches completed: 1181, time taken: 8.265673637390137, loss: 6524.912749290466 
batches completed: 1182, time taken: 8.282686233520508, loss: 6530.226971149445 
batches completed: 1183, time taken: 8.265857696533203, loss: 6535.917635440826 
batches completed: 1184, time taken: 8.280035734176636, loss: 6541.400066375732 
batches completed: 1185, time taken: 8.278242111206055, loss: 6546.806838989258 
batches completed: 1186, time taken: 8.26387095451355, loss: 6552.291704654694 
batches completed: 1187, time taken: 8.25871205329895, loss: 6557.584347248077 
batches completed: 1188, time taken: 8.27361273765564, loss: 6562.84889793396 
batches completed: 1189, time taken: 8.277657508850098, loss: 6568.547545909882 
batches completed: 1190, time taken: 8.276127576828003, loss: 6574.046210765839 
batches completed: 1191, time taken: 8.276755809783936, loss: 6579.338171958923 
batches completed: 1192, time taken: 8.277069091796875, loss: 6584.556928157806 
batches completed: 1193, time taken: 8.2677640914917, loss: 6589.653318405151 
batches completed: 1194, time taken: 8.285521268844604, loss: 6595.0098757743835 
batches completed: 1195, time taken: 8.272439956665039, loss: 6600.354323387146 
batches completed: 1196, time taken: 8.271826982498169, loss: 6605.946878910065 
batches completed: 1197, time taken: 8.280580759048462, loss: 6611.272381782532 
batches completed: 1198, time taken: 8.275619506835938, loss: 6616.696224689484 
batches completed: 1199, time taken: 8.270137071609497, loss: 6621.823506355286 
batches completed: 1200, time taken: 8.27244782447815, loss: 6627.26874256134 
batches completed: 1201, time taken: 8.26455807685852, loss: 6632.7850885391235 
batches completed: 1202, time taken: 8.269918441772461, loss: 6638.094198703766 
batches completed: 1203, time taken: 8.279033422470093, loss: 6643.6907596588135 
batches completed: 1204, time taken: 8.26988673210144, loss: 6649.562052249908 
batches completed: 1205, time taken: 8.274962902069092, loss: 6654.725564956665 
batches completed: 1206, time taken: 8.271862745285034, loss: 6659.785898208618 
batches completed: 1207, time taken: 8.271233320236206, loss: 6665.150114536285 
batches completed: 1208, time taken: 8.275289058685303, loss: 6670.649700164795 
batches completed: 1209, time taken: 8.271485567092896, loss: 6675.985187530518 
batches completed: 1210, time taken: 8.278294801712036, loss: 6681.453451156616 
batches completed: 1211, time taken: 8.267911672592163, loss: 6687.1732172966 
batches completed: 1212, time taken: 8.268798828125, loss: 6693.005087852478 
batches completed: 1213, time taken: 8.267740488052368, loss: 6698.831696987152 
